3.1.63	2063-01-03
8.6.63	2063-06-08
16.1.62	2062-01-16
8.6.63	2063-06-08
3.1.63	2063-01-03
27/10/1981	1981-10-27
11/12/2012 at 18:39	2012-12-11T18:39
14/2/62	2062-02-14
8/4/2063	2063-04-08
7/4/63	2063-04-07
17/11/1998	1998-11-17
30/01/2013 at 16:26	2013-01-30T16:26
3.3.63	2063-03-03
9/2/2062	2062-02-09
11:00 on 5/12/2012	2012-12-05T11:00
8/2/62	2062-02-08
4/6/1994	1994-04-06
16/11/2012 at 13:55	2012-11-16T13:55
21.1.62	2062-01-21
22.2.2062	2062-02-22
25/1/2062	2062-01-25
25.1.2062	2062-01-25
23/1/62	2062-01-23
24.1.2062	2062-01-24
23/8/2001	2001-08-23
06/02/2013 at 16:03	2013-02-06T16:03
14.4.63	2063-04-14
4/8/63	2063-04-08
14.4.63	2063-04-14
original	2013-02-06
9/11/1992	1992-11-09
17/10/2012 at 16:42	2012-10-17T16:42
17.12.62	2062-12-17
4/9/2063	2063-04-09
4.3.63	2063-04-03
16/4/2063	2063-04-16
14/4/63	2063-04-14
10/6/1987	1987-10-06
30/01/2013 at 13:44	2013-01-30T13:44
2.55pm on 20.01.13	2013-01-20T14:55
3.3.63	2063-03-03
18/10/2001	2001-10-18
19.6.62	2062-06-19
18/6/62	2062-06-18
30.8.62	2062-08-30
14/2/2062	2062-02-14
1.2.62	2062-01-02
30/1/2062	2062-01-30
25/1/62	2062-01-25
7/7/2010	2010-07-07
20/02/2013 at 14:04	2013-02-20T14:04
23.4.63	2063-04-23
5/5/2030	2030-05-05
05/01/2013 at 16:35	2013-01-05T16:35
3.9.63	2063-09-03
19/2/2062	2062-02-19
2056	2056
16/2/62	2062-02-16
12/10/2062	2062-12-10
12/6/62	2062-12-06
12.7.62	2062-12-07
12.10.2062	2062-12-10
12/6/2062	2062-12-06
12/5/62	2062-12-05
26/11/2062	2062-11-26
13.50 on 19.09.12	2012-09-19T13:50
22.11.62	2062-11-22
26/6/1980	1980-06-26
28/11/2012 at 11:15	2012-11-28T11:15
1/1/62	2062-01-01
13/10/2027	2027-10-13
08/08/2012 at 09:02	2012-08-08T09:02
15/10/62	2062-10-15
10.10.62	2062-10-10
15/10/62	2062-10-15
18/10/2001	2001-10-18
10.7.63	2063-07-10
6/6/2000	2000-06-06
13/2/62	2062-02-13
1.2.62	2062-01-02
22/1/2001	2001-01-22
13/01/2014 at 15:22	2014-01-13T15:22
16/3/64	2064-03-16
12/5/1984	1984-12-05
2/4/2063	2063-02-04
2.5.63	2063-02-05
19/3/64	2064-03-19
23/7/2013	2013-07-23
19/6/2062	2062-06-19
20.6.62	2062-06-20
29/6/62	2062-06-29
22/6/2062	2062-06-22
20.6.62	2062-06-20
7/5/2002	2002-07-05
20/6/2062	2062-06-20
20.6.62	2062-06-20
7.4.62	2062-07-04
24/7/1982	1982-07-24
20/6/2062	2062-06-20
3.35pm on 18.04.12	2012-04-18T15:35
21 6.62	2062-06-21
19/2/2063	2063-02-19
13.2.63	2063-02-13
10/4/2063	2063-04-10
3.9.63	2063-09-03
24/8/1984	1984-08-24
27/12/2063	2063-12-27
27/12/63	2063-12-27
4:10pm on 25/10/13	2013-10-25T16:10
30/12/63	2063-12-30
26/8/2012	2012-08-26
21/11/2062	2062-11-21
14:15pm on 19.9.12	2012-09-19T14:15
22.11.62	2062-11-22
22/11/2011	2011-11-22
10/3/2062	2062-10-03
3.30pm on 1/8/12	2012-08-01T15:30
10/4/62	2062-10-04
8/5/1981	1981-05-08
3/10/2062	2062-10-03
9.30 on 01.08.12	2012-08-01T09:30
4.10.62	2062-10-04
1/3/2063	2063-01-03
12.3.63	2063-12-03
27/12/2063	2063-12-27
26.12.63	2063-12-26
21/2/2063	2063-02-21
20.2.63	2063-02-20
21/2/2063	2063-02-21
20.2.63	2063-02-20
5/9/2014	2014-09-05
2/12/2063	2063-02-12
3.12.63	2063-12-03
16/1/63	2063-01-16
8/4/2013	2013-08-04
24/12/2063	2063-12-24
26.12.63	2063-12-26
24th of December 2063	2063-12-24
26/1/1990	1990-01-26
21/10/2013 at 14:00	2013-10-21T14:00
24/12/63	2063-12-24
1.12.63	2063-12-01
30.12.63	2063-12-30
5/11/1995	1995-05-11
26/10/2013 at 14:56	2013-10-26T14:56
30.12.63	2063-12-30
5/3/2002	2002-05-03
25/10/2013 at 13:20	2013-10-25T13:20
30/12/63	2063-12-30
16/10/2063	2063-10-16
14.10.63	2063-10-14
8/5/1998	1998-08-05
18/12/2013 at 16:43	2013-12-18T16:43
20 January 2063	2063-01-20
21/2/63	2063-02-21
16/10/1994	1994-10-16
18/12/2013 at 10:25	2013-12-18T10:25
21.2.63	2063-02-21
16/10/1994	1994-10-16
18/12/2013 at 10:25	2013-12-18T10:25
21.2.63	2063-02-21
5/4/1988	1988-05-04
19/2/2063	2063-02-19
20.2.63	2063-02-20
20/12/2000	2000-12-20
19/04/2012 at 10:15	2012-04-19T10:15
22.6.62	2062-06-22
6/9/62	2062-09-06
19/8/1987	1987-08-19
19/04/2012at 18:43	2012-04-19T18:43
22/6/62	2062-06-22
22.6.62	2062-06-22
7.4.62	2062-07-04
1/12/1997	1997-12-01
22/6/2062	2062-06-22
12.7.62	2062-12-07
25/6/62	2062-06-25
28/6/2062	2062-06-28
6/7/2005	2005-06-07
23/04/2012 at 13:09	2012-04-23T13:09
14.2.63	2063-02-14
1.25pm on 23/4/12	2012-04-23T13:25
26/6/62	2062-06-26
14.2.63	2063-02-14
3/12/2063	2063-03-12
22.11.63	2063-11-22
3.12.2063	2063-12-03
27/4/1990	1990-04-27
23/04/2012 at 15:16	2012-04-23T15:16
4:25pm on 23/4/12	2012-04-23T16:25
26.6.62	2062-06-26
7/3/62	2062-07-03
7/5/62	2062-07-05
7/3/2001	2001-03-07
24/04/2012 at 13:52	2012-04-24T13:52
28.6.62	2062-06-28
5/9/1999	1999-05-09
26/6/2062	2062-06-26
28.6.62	2062-06-28
9/5/1999	1999-05-09
28/6/2062	2062-06-28
28.6.62	2062-06-28
18/8/2012	2012-08-18
26/04/2012 at 14:30	2012-04-26T14:30
13.7.62	2062-07-13
29.6.62	2062-06-29
13/7/2062	2062-07-13
23/6/1979	1979-06-23
30/04/2012 at 12:33	2012-04-30T12:33
3.7.62	2062-07-03
3/12/2001	2001-03-12
29/6/2062	2062-06-29
7.6.2062	2062-07-06
6/2/62	2062-02-06
7/3/2062	2062-07-03
6/1/1983	1983-01-06
30/04/2012 at 13:22	2012-04-30T13:22
12.7.62	2062-12-07
11.7.62	2062-07-11
3/7/62	2062-07-03
11.7.62	2062-07-11
12.7.62	2062-12-07
26/4/1991	1991-04-26
02/05/2012 at 09:08	2012-05-02T09:08
7/4/62	2062-07-04
13/7/2062	2062-07-13
11/7/62	2062-07-11
10/12/2020	2020-12-10
15/11/2012 at 16:44	2012-11-15T16:44
17/1/2062	2062-01-17
17/1/2062	2062-01-17
24/1/2062	2062-01-24
19990915	1999-09-15
15/10/71	2071-10-15
2353-06-09 00:00:00	2353-06-09T00:00:00
22/9/2014	2014-09-22
22/09/2015 at 15:35	2015-09-22T15:35
2/11/65	2065-11-02
25/11/65	2065-11-25
2/11/65	2065-11-02
2/11/65	2065-11-02
21/3/1998	1998-03-21
10/3/2066	2066-03-10
12:50 on 8.1.16	2016-01-08T12:50
14.3.66	2066-03-14
21/7/1999	1999-07-21
12/02/2016  at 09:24	2016-02-12T09:24
17/4/66	2066-04-17
21/4/2066	2066-04-21
19.4.66	2066-04-19
25/4/2066	2066-04-25
24.4.66	2066-04-24
5/5/2066	2066-05-05
25/4/66	2066-04-25
20081015	2008-10-15
29/4/69	2069-04-29
2735-08-31 00:00:00	2735-08-31T00:00:00
17/12/2011	2011-12-17
26/02/2016 at 09:07	2016-02-26T09:07
10:30am on 26.02.2016	2016-02-26T10:30
1.4.66	2066-04-01
18/4/1999	1999-04-18
02/03/2016 at 08:50	2016-03-02T08:50
09:25am on 02.03.2016	2016-03-02T09:25
5.5.66	2066-05-05
19961014	1996-10-14
15/2/67	2067-02-15
2350-03-06 00:00:00	2350-03-06T00:00:00
9/3/1993	1993-09-03
06/10/2015 at 15:30	2015-10-06T15:30
10/12/65	2065-12-10
28/3/2014	2014-03-28
02/03/2016 at 18:51	2016-03-02T18:51
17.8.2066	2066-08-17
5.5.66	2066-05-05
17.8.2066	2066-08-17
19940518	1994-05-18
29/10/71	2071-10-29
2737-09-03 00:00:00	2737-09-03T00:00:00
23/7/2006	2006-07-23
08/03/2016 at 09:30	2016-03-08T09:30
5.11.66	2066-05-11
18/4/67	2067-04-18
18/10/67	2067-10-18
16/5/2066	2066-05-16
12.5.66	2066-05-12
11/3/2012	2012-11-03
09/03/2016 at 10:23	2016-03-09T10:23
5.12.66	2066-05-12
13.5.66	2066-05-13
5.12.66	2066-05-12
5.2.66	2066-05-02
27/12/2006	2006-12-27
11/03/2016 at 08:11	2016-03-11T08:11
9:46am on 11.03.2016	2016-03-11T09:46
16.5.66	2066-05-16
13/1/2065	2065-01-13
13/1/65	2065-01-13
17/12/2007	2007-12-17
16/5/2066	2066-05-16
2:50pm on 14.03.16	2016-03-14T14:50
17.5.66	2066-05-17
20051230	2005-12-30
10:55am on 18/02/2017	2017-02-18T10:55
12:10pm on 18/02/2017	2017-02-18T12:10
12:10pm on 18/02/2017	2017-02-18T12:10
12:50pm on 18/02/2017	2017-02-18T12:50
22/4/2067	2067-04-22
2512-10-20 00:00:00	2512-10-20T00:00:00
25/5/1992	1992-05-25
18/03/2016 at 19:34	2016-03-18T19:34
23/5/66	2066-05-23
19930829	1993-08-29
13.4.65	2065-04-13
25/9/2071	2071-09-25
2293-04-26 00:00:00	2293-04-26T00:00:00
15/7/2008	2008-07-15
22/03/2016 at 15:57	2016-03-22T15:57
28.7.66	2066-07-28
25.5.66	2066-05-25
28.7.66	2066-07-28
19961014	1996-10-14
15/2/67	2067-02-15
2350-03-06 00:00:00	2350-03-06T00:00:00
22/5/2066	2066-05-22
10:50am on 22/3/16	2016-03-22T10:50
25/5/66	2066-05-25
22/5/2066	2066-05-22
5.1.66	2066-05-01
5.1.66	2066-05-01
19940518	1994-05-18
29/10/71	2071-10-29
2737-09-03 00:00:00	2737-09-03T00:00:00
26/9/2031	2031-09-26
25/5/2066	2066-05-25
5:00pm on 23.3.16	2016-03-23T17:00
26.5.66	2066-05-26
5.3.66	2066-05-03
26.5.66	2066-05-26
5.3.66	2066-05-03
19920622	1992-06-22
25/8/2067	2067-08-25
18/12/67	2067-12-18
2377-11-27 00:00:00	2377-11-27T00:00:00
20/8/2000	2000-08-20
2/5/2066	2066-05-02
2.5.66	2066-05-02
11/12/1977	1977-12-11
01/04/2016 at 12:57	2016-04-01T12:57
3.6.66	2066-06-03
6.6.66	2066-06-06
15/6/66	2066-06-15
16/6/66	2066-06-16
19961014	1996-10-14
15/2/67	2067-02-15
2350-03-06 00:00:00	2350-03-06T00:00:00
4.3.66	2066-04-03
6.7.66	2066-06-07
8.6.66	2066-06-08
3:25pm on 6.4.2016	2016-04-06T15:25
6.9.66	2066-06-09
16/6/66	2066-06-16
19920502	1992-05-02
27/07/2017 at 17:10hr	2017-07-27T17:10
30/9/67	2067-09-30
2761-04-09 00:00:00	2761-04-09T00:00:00
21/9/67	2067-09-21
14/6/66	2066-06-14
21/9/67	2067-09-21
19961014	1996-10-14
15/2/67	2067-02-15
2350-03-06 00:00:00	2350-03-06T00:00:00
14:55pm on 11.4.16	2016-04-11T14:55
14/6/66	2066-06-14
15.6.66	2066-06-15
30.6.66	2066-06-30
7/6/66	2066-07-06
22/12/1996	1996-12-22
05/11/2015 at 16:12	2015-11-05T16:12
12/1/2065	2065-01-12
18/1/65	2065-01-18
7.4.66	2066-07-04
20210206	2021-02-06
15/10/71	2071-10-15
2355-02-19 00:00:00	2355-02-19T00:00:00
7.5.66	2066-07-05
19961014	1996-10-14
15/2/67	2067-02-15
2350-03-06 00:00:00	2350-03-06T00:00:00
7.12.66	2066-07-12
today	2066-07-12
12.7.66	2066-07-12
26.7.2066	2066-07-26
18.7.66	2066-07-18
26.7.2066	2066-07-26
20.7.66	2066-07-20
20040221	2004-02-21
7/3/2071	2071-07-03
2792-05-08 00:00:00	2792-05-08T00:00:00
1130hrs on 18.05.2016	2016-05-18T11:30
20.7.66	2066-07-20
26/7/66	2066-07-26
22.7.66	2066-07-22
26.7.66	2066-07-26
19990915	1999-09-15
15/10/71	2071-10-15
2353-06-09 00:00:00	2353-06-09T00:00:00
26.7.66	2066-07-26
1/5/2001	2001-01-05
10/12/2015 at 12:43	2015-12-10T12:43
16/2/65	2065-02-16
27.7.66	2066-07-27
29.7.66	2066-07-29
27.7.66	2066-07-27
20040221	2004-02-21
3/7/2071	2071-07-03
2792-05-08 00:00:00	2792-05-08T00:00:00
14.9.2066	2066-09-14
30th of the 5th 2016 at 11:15am	2016-05-30T11:15
7.2.66	2066-07-02
14.9.2066	2066-09-14
9/10/66	2066-09-10
2.7.66	2066-07-02
20040221	2004-02-21
3/7/2071	2071-07-03
2792-05-08 00:00:00	2792-05-08T00:00:00
9:54am on 30.05.2016	2016-05-30T09:54
10:45am on 30.05.2016	2016-05-30T10:45
7.3.66	2066-07-03
1:48pm on 30.05.2016	2016-05-30T13:48
3.7.66	2066-07-03
3.8.66	2066-08-03
8.9.2066	2066-08-09
8.4.66	2066-08-04
8.9.2066	2066-08-09
1.8.2066	2066-08-01
4/8/66	2066-08-04
1.8.2066	2066-08-01
22.8.2066	2066-08-22
17/11/2039	2039-11-17
22/12/2015 at 14:45	2015-12-22T14:45
14.9.2066	2066-09-14
8.8.66	2066-08-08
14/9/66	2066-09-14
11:48 AM on 08-07-2016	2016-07-08T11:48
12:55pm on 06.06.2016	2016-06-06T12:55
9.8.66	2066-08-09
2062	2062
16.8.66	2066-08-16
19940518	1994-05-18
29/10/71	2071-10-29
2737-09-03 00:00:00	2737-09-03T00:00:00
3pm on 20/6/16	2016-06-20T15:00
23/8/66	2066-08-23
30.8.66	2066-08-30
19.8.66	2066-08-19
15.9.66	2066-09-15
26.8.66	2066-08-26
15.9.66	2066-09-15
20130303	2013-03-03
3/7/2071	2071-07-03
3.8.71	2071-08-03
2872-07-21 00:00:00	2872-07-21T00:00:00
8.1.66	2066-08-01
17/6/1994	1994-06-17
30/12/2015 at 18:15	2015-12-30T18:15
57/3/66	2066-03-57
28.06.16 at 1705	2016-06-28T17:05
8.2.66	2066-08-02
1.8.66	2066-08-01
today	2066-10-09
9.10.66	2066-10-09
27/9/66	2066-09-27
19980819	1998-08-19
9/4/2071	2071-09-04
8/2/2071	2071-08-02
9.7.71	2071-09-07
2818-10-23 00:00:00	2818-10-23T00:00:00
28/9/66	2066-09-28
29.9.66	2066-09-29
today	2066-09-30
30.9.66	2066-09-30
01:13 pm on 3/8/16	2016-08-03T13:13
6.10.66	2066-10-06
10/7/66	2066-10-07
4/8/16 15:50pm	2016-08-04T15:50
10/5/66	2066-10-05
9/12/65	2065-09-12
16/9/65	2065-09-16
20180919	2018-09-19
27/5/71	2071-05-27
2683-04-13 00:00:00	2683-04-13T00:00:00
10.10.66	2066-10-10
2060	2060T
2066	2066
12/10/66	2066-10-12
26.10.2066	2066-10-26
11:15am on 16.08.2016	2016-08-16T11:15
19.10.66	2066-10-19
26.10.2066	2066-10-26
19930829	1993-08-29
13.4.65	2065-04-13
25/9/2071	2071-09-25
2293-04-26 00:00:00	2293-04-26T00:00:00
9:20am on 17.08.2016	2016-08-17T09:20
20.10.66	2066-10-20
24.10.66	2066-10-24
24.10.66	2066-10-24
25.10.66	2066-10-25
27.10.66	2066-10-27
28/10/66	2066-10-28
2.10.66	2066-10-02
19961014	1996-10-14
15/2/67	2067-02-15
2350-03-06 00:00:00	2350-03-06T00:00:00
14/8/2002	2002-08-14
22/01/2015 at 16:10	2015-01-22T16:10
4.11.65	2065-04-11
25.3.65	2065-03-25
3.1.65	2065-03-01
25.3.65	2065-03-25
3.1.65	2065-03-01
4.11.65	2065-04-11
4.11.65	2065-04-11
9.11.66	2066-11-09
3.10.66	2066-10-03
9.11.66	2066-11-09
11.4.66	2066-11-04
7.11.66	2066-11-07
14.11.2066	2066-11-14
11/8/66	2066-11-08
14.11.2066	2066-11-14
20101014	2010-10-14
1/1/2071	2071-01-01
2.4.71	2071-02-04
2/5/71	2071-02-05
2.9.71	2071-02-09
2737-07-10 00:00:00	2737-07-10T00:00:00
19920502	1992-05-02
27/07/2017 at 17:10hr	2017-07-27T17:10
30/9/67	2067-09-30
2761-04-09 00:00:00	2761-04-09T00:00:00
11/8/66	2066-11-08
3:10pm on 5/9/16	2016-09-05T15:10
11/11/66	2066-11-11
21.11.66	2066-11-21
11:59am on 07.09.2016	2016-09-07T11:59
10.11.66	2066-11-10
21.11.66	2066-11-21
19961104	1996-11-04
16/7/2069	2069-07-16
18/7/2069	2069-07-18
22/7/2069	2069-07-22
22/7/2069	2069-07-22
2322-09-11 00:00:00	2322-09-11T00:00:00
16.11.66	2066-11-16
14/11/66	2066-11-14
21.11.66	2066-11-21
19970307	1997-03-07
28.07.20 12pm	2020-07-28T12:00
9/3/2070	2070-09-03
9/1/2070	2070-09-01
10.6.70	2070-10-06
2790-03-22 00:00:00	2790-03-22T00:00:00
01:05 pm on 16/09/16	2016-09-16T13:05
21.11.66	2066-11-21
21/09/2016 9:49:00 AM	2016-09-21T09:49:00
19980819	1998-08-19
9/4/2071	2071-09-04
8/2/2071	2071-08-02
9.7.71	2071-09-07
2818-10-23 00:00:00	2818-10-23T00:00:00
18/11/66	2066-11-18
21/11/66	2066-11-21
19980819	1998-08-19
9/4/2071	2071-09-04
8/2/2071	2071-08-02
9.7.71	2071-09-07
2818-10-23 00:00:00	2818-10-23T00:00:00
4.1.66	2066-01-04
2:55pm on 19.9.16	2016-09-19T14:55
22.11.66	2066-11-22
4.1.66	2066-01-04
1230 on 20/09/16	2016-09-20T12:30
1230 on 20/09/16	2016-09-20T12:30
1400 on 20/9/16	2016-09-20T14:00
1430 on 20/9/16	2016-09-20T14:30
23.11.66	2066-11-23
19960307	1996-03-07
4/7/2067	2067-07-04
2050-01-04 00:00:00	2050-01-04T00:00:00
4/4/2065	2065-04-04
3.1.65	2065-03-01
05:30pm am on 21/9/16	2016-09-21T17:30
24.11.66	2066-11-24
2/11/66	2066-11-02
28.6.2067	2067-06-28
12.6.2066	2066-12-06
29/11/66	2066-11-29
26/9/16 at 09:30hrs	2016-09-26T09:30
12.6.2066	2066-12-06
28.6.2067	2067-06-28
17:02hr on 27.09.16	2016-09-27T17:02
30.11.66	2066-11-30
11.1.66	2066-11-01
1.11.66	2066-11-01
6/12/66	2066-12-06
12.6.66	2066-12-06
20061021	2006-10-21
2058	2058
2058	2058
17:05 on 16/7/14	2014-07-16T17:05
17:05 on 16/7/14	2014-07-16T17:05
19/9/64	2064-09-19
26/9/64	2064-09-26
2457-01-23 00:00:00	2457-01-23T00:00:00
6.12.66	2066-12-06
19960506	1996-05-06
2516-01-04 00:00:00	2516-01-04T00:00:00
9.1.2066	2066-01-09
7/12/66	2066-12-07
9.1.2066	2066-01-09
5.1.66	2066-05-01
28.12.2066	2066-12-28
12.7.66	2066-07-12
28.12.2066	2066-12-28
5:45 pm	T17:45
8.12.66	2066-12-08
22/7/1990	1990-07-22
14/4/2065	2065-04-14
15.4.65	2065-04-15
16/2/2015 at 1735 hrs	2015-02-16T17:35
19960506	1996-05-06
20/11/2070	2070-11-20
23/11/2070	2070-11-23
25.7.72	2072-07-25
2516-01-04 00:00:00	2516-01-04T00:00:00
1.6.66	2066-01-06
12.9.66	2066-12-09
1.6.66	2066-01-06
21/10/2016 3:24PM	2016-10-21T15:24
21/10/2016 4:21PM	2016-10-21T16:21
13/12/66	2066-12-13
9.12.66	2066-12-09
12.12.66	2066-12-12
13/12/66	2066-12-13
16.12.66	2066-12-16
20040221	2004-02-21
3/7/2071	2071-07-03
2792-05-08 00:00:00	2792-05-08T00:00:00
19.12.2066	2066-12-19
1:42pm on 11/10/16	2016-10-11T13:42
14/12/66	2066-12-14
19.12.2066	2066-12-19
28.12.2066	2066-12-28
14/12/66	2066-12-14
28.12.2066	2066-12-28
20130303	2013-03-03
7/3/2071	2071-07-03
8.3.71	2071-08-03
2872-07-21 00:00:00	2872-07-21T00:00:00
5.5.2067	2067-05-05
12.10.16 at 0925am	2016-10-12T09:25
14.12.66	2066-12-14
5.5.2067	2067-05-05
19/12/1985	1985-12-19
23/02/2015 at 09:22	2015-02-23T09:22
5.5.65	2065-05-05
25.4.65	2065-04-25
5.5.65	2065-05-05
19/12/66	2066-12-19
19/12/66	2066-12-19
21/12/66	2066-12-21
10:25am on 17.10.2016	2016-10-17T10:25
20.12.66	2066-12-20
3/3/2018	2018-03-03
25/07/2013 at 15:16	2013-07-25T15:16
28.9.63	2063-09-28
17/10/63	2063-10-17
09/08/13 6:20 pm	2013-08-09T18:20
28.12.66	2066-12-28
3:20pm on 17/10/16	2016-10-17T15:20
3:20pm on 17/10/16	2016-10-17T15:20
20/12/66	2066-12-20
28.12.66	2066-12-28
7.1.66	2066-01-07
19980819	1998-08-19
9/4/2071	2071-09-04
8/2/2071	2071-08-02
9.7.71	2071-09-07
2818-10-23 00:00:00	2818-10-23T00:00:00
1.7.66	2066-01-07
23.12.66	2066-12-23
1.7.66	2066-01-07
19960506	1996-05-06
2516-01-04 00:00:00	2516-01-04T00:00:00
18.1.66	2066-01-18
11.1.66	2066-11-01
9:49am on 24.10.16	2016-10-24T09:49
9:53am on 24.10.16	2016-10-24T09:53
28.12.66	2066-12-28
28.12.66	2066-12-28
11.1.66	2066-11-01
18.1.66	2066-01-18
30.12.2066	2066-12-30
30.12.66	2066-12-30
29/12/66	2066-12-29
28.12.66	2066-12-28
30.12.2066	2066-12-30
19971105	1997-11-05
11/9/68	2068-09-11
2267-07-10 00:00:00	2267-07-10T00:00:00
1.9.66	2066-01-09
3:04pm on 26.10.16	2016-10-26T15:04
30/12/66	2066-12-30
29.12.66	2066-12-29
1.9.66	2066-01-09
3.12.66	2066-12-03
19960506	1996-05-06
20/11/2070	2070-11-20
23/11/2070	2070-11-23
25.7.72	2072-07-25
2516-01-04 00:00:00	2516-01-04T00:00:00
9.1.2066	2066-01-09
9:03am 2.11.16	2016-11-02T09:03
4.1.66	2066-01-04
9.1.2066	2066-01-09
3/4/1999	1999-03-04
25/02/2015 at 09:14	2015-02-25T09:14
27.4.65	2065-04-27
11.1.2066	2066-01-11
16:40 1.11.16	2016-11-01T16:40
4:45pm on 1.11.16	2016-11-01T16:45
4.1.66	2066-01-04
11.1.2066	2066-01-11
19960506	1996-05-06
20/11/2070	2070-11-20
23/11/2070	2070-11-23
25.7.72	2072-07-25
2516-01-04 00:00:00	2516-01-04T00:00:00
3:15pm on 2.11.16	2016-11-02T15:15
1.5.66	2066-01-05
6 years	P6Y
April 2066	2066-04
15:48 on 3.11.16	2016-11-03T15:48
6.1.66	2066-01-06
23/2/2066	2066-02-23
20090202	2009-02-02
2069	2069
3:26pm on 7/7/21	2021-07-07T15:26
10/9/71	2071-09-10
2217-05-06 00:00:00	2217-05-06T00:00:00
9:50am on 4.11.16	2016-11-04T09:50
1.9.66	2066-01-09
18.1.66	2066-01-18
20111204	2011-12-04
2/5/07	22070-02-05
2079-11-07 00:00:00	2079-11-07T00:00:00
13.1.66	2066-01-13
16.1.66	2066-01-16
6/2002	2002-06
19.1.66	2066-01-19
22/9/1989	1989-09-22
27/02/2015 at 16:26	2015-02-27T16:26
5.4.65	2065-05-04
19.1.66	2066-01-19
23.1.66	2066-01-23
23/1/66	2066-01-23
30/1/66	2066-01-30
27.1.66	2066-01-27
19990323	1999-03-23
27/1/2070	2070-01-27
2/4/2070	2070-02-04
2681-01-28 00:00:00	2681-01-28T00:00:00
1/1/66	2066-01-01
1/1/66	2066-01-01
1.2.66	2066-01-02
2.1.66	2066-01-02
19410303	1941-03-03
27/7/68	2068-07-27
2679-02-10 00:00:00	2679-02-10T00:00:00
29/4/1979	1979-04-29
16/09/2013 at 14:58	2013-09-16T14:58
18/11/63	2063-11-18
18/11/63	2063-11-18
26/11/2063	2063-11-26
2.7.66	2066-07-02
2:50pm on 02.12.2016	2016-12-02T14:50
16/2/2066	2066-02-16
20021205	2002-12-05
9/9/71	2071-09-09
2189-09-25 00:00:00	2189-09-25T00:00:00
12:49pm on 6/12/16	2016-12-06T12:49
9.2.66	2066-02-09
19940514	1994-05-14
9/1/71	2071-09-01
2792-10-15 00:00:00	2792-10-15T00:00:00
14/2/66	2066-02-14
14/12/16 at 1845 hrs	2016-12-14T18:45
15.2.66	2066-02-15
9/2/66	2066-02-09
10.2.66	2066-02-10
15.2.66	2066-02-15
14.2.66	2066-02-14
19950723	1995-07-23
2/3/70	2070-02-03
2847-07-19 00:00:00	2847-07-19T00:00:00
14/2/66	2066-02-14
6/3/67	2067-03-06
19.12.16 at 3:13pm	2016-12-19T15:13
22.2.66	2066-02-22
19901007	1990-10-07
29/3/71	2071-03-29
2709-05-13 00:00:00	2709-05-13T00:00:00
2/2/66	2066-02-02
18/3/2067	2067-03-18
19880329	1988-03-29
3/2/70	2070-02-03
2846-12-05 00:00:00	2846-12-05T00:00:00
19/3/2067	2067-03-19
20190714	2019-07-14
29/6/68	2068-06-29
2732-12-19 00:00:00	2732-12-19T00:00:00
20021205	2002-12-05
9/9/71	2071-09-09
2189-09-25 00:00:00	2189-09-25T00:00:00
21/3/2067	2067-03-21
6/3/67	2067-03-06
21/3/2067	2067-03-21
18/10/2015	2015-10-18
5/4/2065	2065-05-04
6/11/65	2065-06-11
5.12.65	2065-05-12
12:51pm on 2.3.2015	2015-03-02T12:51
2:12pm on 2.3.2015	2015-03-02T14:12
5.5.65	2065-05-05
14/5/65	2065-05-14
6/11/65	2065-06-11
27/3/2067	2067-03-27
20090202	2009-02-02
2069	2069
3:26pm on 7/7/21	2021-07-07T15:26
9/10/71	2071-09-10
2217-05-06 00:00:00	2217-05-06T00:00:00
27/3/2067	2067-03-27
4/4/67	2067-04-04
4/4/2067	2067-04-04
2/3/67	2067-03-02
4/4/67	2067-04-04
10/4/67	2067-04-10
27/3/2067	2067-03-27
2/3/67	2067-03-02
2/3/2067	2067-03-02
4/4/67	2067-04-04
4/4/67	2067-04-04
4/4/67	2067-04-04
10/4/67	2067-04-10
20090202	2009-02-02
2069	2069
3:26pm on 7/7/21	2021-07-07T15:26
9/10/71	2071-09-10
2217-05-06 00:00:00	2217-05-06T00:00:00
20/7/2031	2031-07-20
11/03/2015 at 11:37	2015-03-11T11:37
14/5/65	2065-05-14
20090202	2009-02-02
2069	2069
3:26pm on 7/7/21	2021-07-07T15:26
9/10/71	2071-09-10
2217-05-06 00:00:00	2217-05-06T00:00:00
9/4/2067	2067-04-09
28/2/2066	2066-02-28
9/4/2067	2067-04-09
20230615	2023-06-15
15/7/2071	2071-07-15
15/7/2071	2071-07-15
2300-02-10 00:00:00	2300-02-10T00:00:00
16/4/2067	2067-04-16
22/4/2067	2067-04-22
20090202	2009-02-02
2069	2069
3:26pm on 7/7/21	2021-07-07T15:26
9/10/71	2071-09-10
2217-05-06 00:00:00	2217-05-06T00:00:00
19/4/2067	2067-04-19
20090202	2009-02-02
2069	2069
3:26pm on 7/7/21	2021-07-07T15:26
10/9/71	2071-09-10
2217-05-06 00:00:00	2217-05-06T00:00:00
24/4/2067	2067-04-24
26/4/2067	2067-04-26
20090202	2009-02-02
2069	2069
3:26pm on 7/7/21	2021-07-07T15:26
9/10/71	2071-09-10
2217-05-06 00:00:00	2217-05-06T00:00:00
23.2.17 at 10.57am	2017-02-23T10:57
23.2.17 at 10.57am	2017-02-23T10:57
23.2.17 at 10.57am	2017-02-23T10:57
29/4/2067	2067-04-29
